step, m1, m2, b1, b2


1, -2.1445069205095577, -2.1445069205095577, 146.42349042154237, 335.71961707374214
2, -2.1445069205095595, -2.1445069205095564, 115.07022555855092, 370.61999653902046
3, -2.144506920509559, -2.144506920509559, 112.3374499009158, 363.1548177150807
4, -2.1445069205095573, -2.1445069205095577, 150.3459301880788, 320.7124441750587
5, -2.144506920509559, -2.1445069205095595, 148.5723728869353, 318.9388868739153
6, -2.1445069205095595, -2.1445069205095617, 131.93214655406464, 344.89028903778967
7, -2.14450692050956, -2.144506920509557, 148.42311793021227, 323.5220350834969
8, -2.144506920509561, -2.1445069205095595, 159.14127698787667, 324.77538780855156
9, -2.144506920509559, -2.1445069205095595, 124.39015247932124, 351.54550446196106
10, -2.14450692050956, -2.144506920509561, 161.6523579828689, 332.0188719698489
11, -2.1445069205095573, -2.1445069205095595, 120.39527300686485, 361.74783448841976
12, -2.144506920509557, -2.144506920509559, 132.67404579279665, 336.1673819439115
13, -2.1445069205095586, -2.1445069205095604, 113.74005758269325, 369.28982856316327
14, -2.1445069205095586, -2.14450692050956, 131.6336366406184, 354.05658545695326
15, -2.144506920509558, -2.1445069205095595, 158.25449833730485, 323.88860915797994
16, -2.1445069205095595, -2.1445069205095595, 137.18475429645878, 331.2132841149638
17, -2.1445069205095595, -2.144506920509561, 148.04779276596278, 342.0763225844679
18, -2.1445069205095586, -2.1445069205095595, 138.28885206479, 346.51459138220997
19, -2.14450692050956, -2.144506920509559, 144.57311786959568, 343.3340508544053
20, -2.1445069205095577, -2.1445069205095595, 149.68084620014997, 320.04736018713015
21, -2.1445069205095577, -2.1445069205095586, 162.46669692752067, 328.10080774819556
22, -2.144506920509557, -2.144506920509557, 147.6044034406769, 341.6329332591818
23, -2.1445069205095573, -2.144506920509559, 151.893417281696, 336.4571407675909
24, -2.1445069205095586, -2.1445069205095595, 148.05216831084624, 327.8834886304361
25, -2.144506920509558, -2.1445069205095586, 115.73530954647971, 371.2850805269495
26, -2.14450692050956, -2.1445069205095577, 131.5611969346986, 349.2517425847284
27, -2.1445069205095595, -2.144506920509561, 159.28615639971628, 334.3850735530014
28, -2.1445069205095573, -2.14450692050956, 154.40887382157158, 329.5077909748566
29, -2.1445069205095586, -2.1445069205095586, 147.53633927964052, 322.63525643292536
30, -2.1445069205095604, -2.144506920509559, 129.638384676832, 352.0613334931667
31, -2.1445069205095586, -2.1445069205095586, 132.45235113015374, 335.94568728126853
32, -2.1445069205095604, -2.144506920509559, 142.87200027437197, 346.36533642548676
33, -2.1445069205095577, -2.1445069205095586, 151.82535312065954, 317.45946394133443
34, -2.1445069205095586, -2.144506920509556, 127.64313271304549, 350.06608152938014
35, -2.1445069205095586, -2.1445069205095586, 144.4238629128725, 347.91719906398737
36, -2.1445069205095595, -2.1445069205095573, 134.9634321251459, 343.18917144256574
37, -2.1445069205095546, -2.1445069205095564, 151.9658569876159, 341.2619836398156
38, -2.1445069205095595, -2.1445069205095595, 151.52246766233, 340.8185943145298
39, -2.1445069205095573, -2.1445069205095595, 129.34425030826912, 347.03479595829907
40, -2.144506920509558, -2.1445069205095586, 114.62683623326504, 370.1766072137348
