step, m1, m2, b1, b2



1, -1.7320508075688776, -1.732050807568878, 92.93713156445662, 300.9371315644567
2, -1.7320508075688767, -1.7320508075688776, 125.74097914174995, 269.74097914174996
3, -1.7320508075688785, -1.7320508075688796, 91.3294364098699, 299.32943640986997
4, -1.804047755271424, -1.8040477552714258, 92.22112575665983, 314.9889824364098
5, -1.8040477552714238, -1.8040477552714236, 129.86633703866326, 278.3782414918298
6, -1.8040477552714238, -1.8040477552714234, 124.7002606867653, 277.3374958191864
7, -1.8807264653463331, -1.880726465346331, 118.57189886899874, 293.2363652605386
8, -1.8807264653463325, -1.8807264653463318, 99.2444453218041, 325.03021894989234
9, -1.8807264653463318, -1.8807264653463316, 140.94058734357577, 294.30450905322067
10, -1.96261050550515, -1.9626105055051486, 146.27745330943, 304.87108035956913
11, -1.962610505505151, -1.9626105055051501, 99.70874296643612, 333.1938050124743
12, -1.9626105055051504, -1.962610505505152, 129.9822742867412, 310.6027939827331
13, -2.0503038415792956, -2.0503038415792956, 137.98043232353723, 329.5988830707455
14, -2.050303841579298, -2.050303841579296, 131.95034947572182, 319.0064561575202
15, -2.0503038415792982, -2.0503038415792973, 136.05095715888046, 313.9823757098594
16, -2.1445069205095604, -2.144506920509559, 138.51054672743297, 346.7362860448529
17, -2.144506920509559, -2.1445069205095595, 137.84983828438757, 331.8783681028925
18, -2.1445069205095577, -2.1445069205095595, 146.93931945274807, 340.967849271253
19, -2.246036773904216, -2.2460367739042173, 137.2138716235751, 353.5700851541081
20, -2.246036773904216, -2.246036773904217, 152.33377325488456, 358.85561344312066
21, -2.246036773904216, -2.246036773904217, 165.47696617943592, 347.4128730119295
22, -2.35585236582375, -2.3558523658237505, 167.29781981838872, 366.92358370769006
23, -2.355852365823752, -2.3558523658237522, 126.4668222465927, 402.87172609331753
24, -2.3558523658237536, -2.3558523658237522, 175.58609071240232, 359.85602661021886
25, -2.475086853416295, -2.475086853416296, 174.79807385988394, 377.6775782139891
26, -2.4750868534162938, -2.475086853416297, 135.7279679672623, 418.69148719798784
27, -2.475086853416297, -2.475086853416296, 173.38555453054593, 370.92612455954287
28, -2.605089064693802, -2.6050890646938023, 163.98698420903958, 409.54465785606914
29, -2.605089064693801, -2.605089064693801, 165.4696965684918, 411.02737021552144
30, -2.605089064693801, -2.605089064693805, 190.37752563888364, 396.86920575115874
31, -2.7474774194546225, -2.7474774194546234, 195.62869616035042, 423.68543937307135
32, -2.7474774194546234, -2.7474774194546203, 152.57951078956563, 462.5027772068526
33, -2.7474774194546208, -2.747477419454621, 200.31577036759813, 422.5249047799928
34, -2.9042108776758258, -2.904210877675824, 186.2743848735009, 456.57109170813817
35, -2.9042108776758226, -2.9042108776758226, 208.827884497788, 448.409056464853
36, -2.9042108776758226, -2.904210877675826, 200.7954392618799, 440.37661122894514
37, -3.077683537175254, -3.077683537175255, 181.87847147568263, 511.95740518066145
38, -3.077683537175256, -3.0776835371752536, 185.9748408258142, 503.10950262079353
39, -3.077683537175253, -3.0776835371752527, 198.98749190682233, 483.76147392680366
40, -3.2708526184841427, -3.2708526184841387, 195.02141027586214, 537.0517722591887
