step, m1, m2, b1, b2


1, -2.144506920509557, -2.144506920509556, 135.47926115635158, 348.43740364007624
2, -2.1445069205095577, -2.14450692050956, 158.1052433805817, 328.4717573675617
3, -2.1445069205095573, -2.1445069205095577, 129.6427602217153, 337.86849953913514
4, -2.1445069205095577, -2.14450692050956, 146.71762479010513, 340.7461546086103
5, -2.1445069205095586, -2.144506920509561, 124.46259218524102, 356.350347334186
6, -2.1445069205095577, -2.1445069205095564, 142.43298649396945, 331.7291131461691
7, -2.144506920509558, -2.144506920509558, 124.90598151052698, 356.7937366594716
8, -2.144506920509559, -2.1445069205095595, 116.25551412256888, 362.34047877042883
9, -2.144506920509558, -2.1445069205095573, 125.20011587908968, 361.8202741943394
10, -2.1445069205095577, -2.144506920509561, 117.80737676106939, 363.8923414089295
11, -2.144506920509559, -2.1445069205095586, 128.60235106953704, 355.75770305217685
12, -2.14450692050956, -2.1445069205095573, 161.13652895166314, 326.77063977233786
13, -2.1445069205095586, -2.1445069205095595, 138.28885206479, 346.51459138220997
14, -2.144506920509559, -2.1445069205095573, 117.43642714170343, 368.253794955868
15, -2.144506920509559, -2.1445069205095595, 124.39015247932124, 351.54550446196106
16, -2.1445069205095595, -2.144506920509558, 144.79918807712198, 329.3629115630167
17, -2.144506920509559, -2.1445069205095577, 158.032803674662, 323.6669144953367
18, -2.1445069205095595, -2.1445069205095577, 162.2450022648778, 327.87911308555255
19, -2.1445069205095577, -2.144506920509558, 135.9226504816375, 348.8807929653623
20, -2.144506920509558, -2.144506920509559, 117.06985306722076, 358.42241454877575
21, -2.1445069205095564, -2.144506920509559, 155.36809217806316, 335.199412497653
22, -2.1445069205095586, -2.14450692050956, 141.835966667077, 350.0617059844971
23, -2.1445069205095586, -2.1445069205095577, 131.11780760941267, 348.8083532594425
24, -2.1445069205095595, -2.1445069205095577, 162.2450022648778, 327.87911308555255
25, -2.144506920509558, -2.144506920509559, 153.00189059491072, 337.5656140808057
26, -2.144506920509561, -2.1445069205095595, 149.37796074182046, 343.4064905603253
27, -2.1445069205095586, -2.144506920509561, 159.36297165051954, 324.9970824711946
28, -2.144506920509559, -2.1445069205095595, 157.06920977328693, 332.1681269265718
29, -2.14450692050956, -2.1445069205095604, 152.9338264338743, 318.56793725454935
30, -2.144506920509559, -2.1445069205095555, 115.51361488383678, 371.0633858643063
31, -2.144506920509561, -2.144506920509559, 136.88624438301258, 340.37958053412734
32, -2.14450692050956, -2.1445069205095586, 128.30821670097436, 350.73116551730914
33, -2.1445069205095555, -2.144506920509559, 134.29834813721706, 342.524087454637
34, -2.1445069205095586, -2.1445069205095573, 119.28679969365018, 360.63936117520495
35, -2.1445069205095595, -2.144506920509556, 159.80636097580546, 325.4404717964802
36, -2.1445069205095595, -2.1445069205095586, 145.98010109625648, 335.27622774845634
37, -2.14450692050956, -2.1445069205095604, 133.18987482400243, 341.41561414142234
38, -2.144506920509558, -2.1445069205095586, 114.5543965273452, 365.3717643415099
39, -2.1445069205095573, -2.1445069205095573, 143.98484913246998, 333.2809757846697
40, -2.14450692050956, -2.144506920509561, 111.96650028154978, 367.51627126201976
41, -2.1445069205095595, -2.144506920509558, 145.02088273976491, 329.58460622565974
