step, m1, m2, b1, b2


1, -1.7320508075688785, -1.7320508075688783, 116.36275740666075, 260.3627574066608
2, -1.7320508075688767, -1.7320508075688763, 111.32943640986984, 279.3294364098698
3, -1.7320508075688787, -1.7320508075688785, 103.32943640986988, 287.32943640986986
4, -1.732050807568876, -1.7320508075688785, 111.06148721743872, 279.06148721743887
5, -1.7320508075688759, -1.7320508075688792, 126.02816622064783, 278.02816622064796
6, -1.7320508075688787, -1.732050807568878, 107.55890982936738, 267.55890982936745
7, -1.7320508075688776, -1.7320508075688799, 122.27687752661221, 274.27687752661245
8, -1.7320508075688776, -1.7320508075688787, 109.16660498395409, 269.1666049839541
9, -1.7320508075688779, -1.732050807568878, 115.04224933097198, 267.042249330972
10, -1.7320508075688767, -1.7320508075688765, 115.34867429633674, 283.34867429633664
11, -1.7320508075688779, -1.7320508075688763, 115.98969044771428, 271.9896904477142
12, -1.732050807568878, -1.7320508075688779, 122.68842025849236, 278.6884202584923
13, -1.732050807568878, -1.7320508075688763, 104.64994448555866, 280.64994448555865
14, -1.732050807568877, -1.7320508075688779, 122.15252187363008, 278.15252187363006
15, -1.7320508075688783, -1.7320508075688787, 126.42047106606121, 274.4204710660612
16, -1.7320508075688774, -1.7320508075688785, 114.9563694509234, 286.9563694509235
17, -1.7320508075688776, -1.7320508075688739, 110.54482671904341, 286.54482671904333
18, -1.7320508075688787, -1.732050807568876, 117.08072510390564, 281.08072510390565
19, -1.7320508075688783, -1.7320508075688776, 110.40123317959443, 282.40123317959444
20, -1.732050807568878, -1.7320508075688763, 129.49226783578575, 273.4922678357855
21, -1.7320508075688779, -1.7320508075688779, 122.81277591147446, 274.81277591147455
22, -1.732050807568878, -1.7320508075688796, 119.06148721743877, 271.0614872174389
23, -1.7320508075688776, -1.7320508075688772, 121.86533479473215, 269.86533479473206
24, -1.732050807568878, -1.7320508075688763, 109.29096063693623, 265.29096063693606
25, -1.7320508075688772, -1.7320508075688774, 115.22431864335456, 287.2243186433546
26, -1.7320508075688776, -1.7320508075688754, 99.59738560230103, 291.5973856023008
27, -1.7320508075688772, -1.7320508075688792, 103.72174125528313, 283.7217412552833
28, -1.7320508075688785, -1.7320508075688767, 115.02301144450512, 259.023011444505
29, -1.7320508075688776, -1.7320508075688779, 104.75506225207398, 268.75506225207397
30, -1.7320508075688779, -1.7320508075688787, 99.47302994931887, 295.47302994931897
31, -1.7320508075688783, -1.7320508075688767, 111.08072510390555, 287.08072510390565
32, -1.732050807568878, -1.7320508075688774, 116.54482671904343, 280.5448267190434
33, -1.7320508075688774, -1.7320508075688776, 98.00892833418112, 298.0089283341811
34, -1.7320508075688783, -1.7320508075688785, 122.02816622064795, 282.0281662206481
35, -1.7320508075688776, -1.732050807568878, 110.23840175367859, 270.23840175367854
36, -1.7320508075688785, -1.7320508075688787, 110.09480821422962, 266.09480821422966
37, -1.7320508075688767, -1.7320508075688774, 112.2768775266122, 284.2768775266122
38, -1.732050807568878, -1.7320508075688779, 119.88457268119903, 279.88457268119896
39, -1.7320508075688787, -1.7320508075688783, 87.97045256124746, 291.9704525612474
40, -1.7320508075688776, -1.7320508075688772, 114.50635094610973, 266.5063509461097
